Order ID,Order Date,Ship Date,Customer Name,Salesperson,Region,State,Category,Product,Quantity (Tonnes),Price per Tonne (INR),Sales (INR),Profit (INR)
JSW-2023-1058,11-05-2023,14-05-2023,Larsen & Toubro,Amit Singh,North,Punjab,Long Steel,TMT Bars,301,82014,24686214,1400478.07
JSW-2023-1059,28-05-2023,03-06-2023,KEC International,Sneha Reddy,North,Haryana,Flat Steel,Galvanized Sheets,394,63507,25021758,4849488.27
JSW-2023-1060,31-05-2023,04-06-2023,PNC Infratech,Priya Patel,East,Odisha,Special Steel,Tool Steel,59,66713,3936067,437269.43
JSW-2023-1061,05-06-2022,18-06-2022,Dilip Buildcon,Rahul Sharma,North,Rajasthan,Long Steel,Rails,310,47451,14709810,1375630.65
JSW-2023-1062,29-05-2023,09-06-2023,IRB Infrastructure,Vikram Nair,North,Punjab,Flat Steel,Cold Rolled Coils,403,55554,22388262,4455543.87
JSW-2023-1063,18-03-2023,21-03-2023,Ashoka Buildcon,Priya Patel,East,Bihar,Flat Steel,Galvanized Sheets,158,68613,10840854,1555886.03
JSW-2023-1064,25-05-2023,29-05-2023,Larsen & Toubro,Priya Patel,South,Andhra Pradesh,Special Steel,Stainless Steel,500,54987,27493500,3712588.33
JSW-2023-1065,30-10-2022,04-11-2022,Tata Projects,Amit Singh,East,West Bengal,Long Steel,TMT Bars,242,65559,15865278,1197156.53
JSW-2023-1066,17-04-2023,24-04-2023,Dilip Buildcon,Amit Singh,Central,Chhattisgarh,Long Steel,TMT Bars,46,56743,2610178,408749.32
JSW-2023-1067,21-10-2022,30-10-2022,Ashoka Buildcon,Vikram Nair,West,Goa,Flat Steel,Hot Rolled Coils,301,76998,23176398,1296462.12
JSW-2023-1068,03-06-2023,13-06-2023,NCC Limited,Rahul Sharma,South,Kerala,Long Steel,Structural Steel,201,50471,10144671,1545339.1
JSW-2023-1069,18-04-2022,25-04-2022,Ashoka Buildcon,Priya Patel,Central,MP,Special Steel,Stainless Steel,368,81752,30084736,1540081.01
JSW-2023-1070,24-12-2022,03-01-2023,Dilip Buildcon,Vikram Nair,Central,Chhattisgarh,Flat Steel,Cold Rolled Coils,208,75295,15661360,2355039.18
JSW-2023-1071,11-02-2023,26-02-2023,Ashoka Buildcon,Priya Patel,West,Maharashtra,Flat Steel,Cold Rolled Coils,384,52100,20006400,3753581.82
JSW-2023-1072,21-12-2023,04-01-2024,Dilip Buildcon,Rahul Sharma,West,Gujarat,Flat Steel,Galvanized Sheets,185,84607,15652295,1924359.71
JSW-2023-1073,07-08-2022,15-08-2022,IRB Infrastructure,Rahul Sharma,East,Bihar,Flat Steel,Cold Rolled Coils,495,75799,37520505,2694987.94
JSW-2023-1074,07-08-2022,10-08-2022,Afcons Infrastructure,Rahul Sharma,Central,Chhattisgarh,Flat Steel,Galvanized Sheets,414,73187,30299418,5962444.42
JSW-2023-1075,19-02-2023,23-02-2023,NCC Limited,Sneha Reddy,West,Gujarat,Long Steel,Wire Rods,52,54288,2822976,170476.3
JSW-2023-1076,15-03-2023,23-03-2023,NCC Limited,Priya Patel,West,Goa,Flat Steel,Galvanized Sheets,104,48522,5046288,322287.18
JSW-2023-1077,14-06-2022,28-06-2022,Ashoka Buildcon,Amit Singh,South,Telangana,Long Steel,Rails,253,80094,20263782,3106935.74
JSW-2023-1078,28-11-2022,11-12-2022,KEC International,Rahul Sharma,Central,Chhattisgarh,Flat Steel,Cold Rolled Coils,49,82911,4062639,578832.03
JSW-2023-1079,22-11-2023,01-12-2023,NCC Limited,Vikram Nair,South,Kerala,Flat Steel,Color Coated Sheets,452,65736,29712672,1991968.18
JSW-2023-1080,12-08-2022,26-08-2022,Afcons Infrastructure,Sneha Reddy,North,UP,Flat Steel,Color Coated Sheets,337,82904,27938648,1805309.05
JSW-2023-1081,15-07-2022,28-07-2022,IRB Infrastructure,Rahul Sharma,Central,MP,Special Steel,Alloy Steel,120,67812,8137440,662912.17
JSW-2023-1082,08-05-2022,22-05-2022,Dilip Buildcon,Sneha Reddy,East,Jharkhand,Flat Steel,Galvanized Sheets,469,65117,30539873,3827036.39
JSW-2023-1083,10-12-2022,14-12-2022,Shapoorji Pallonji,Sneha Reddy,West,Gujarat,Long Steel,Structural Steel,434,80551,34959134,3981054.56
JSW-2023-1084,07-11-2023,21-11-2023,Ashoka Buildcon,Amit Singh,West,Gujarat,Flat Steel,Cold Rolled Coils,287,73565,21113155,2264058.59
JSW-2023-1085,26-02-2023,02-03-2023,Dilip Buildcon,Vikram Nair,Central,MP,Flat Steel,Hot Rolled Coils,55,46076,2534180,360966.21
JSW-2023-1086,15-11-2023,22-11-2023,Ashoka Buildcon,Priya Patel,Central,MP,Special Steel,Alloy Steel,267,83091,22185297,3791036.79
JSW-2023-1087,08-05-2022,16-05-2022,Dilip Buildcon,Sneha Reddy,South,Kerala,Special Steel,Alloy Steel,68,57816,3931488,701579.52
JSW-2023-1088,06-11-2023,13-11-2023,NCC Limited,Sneha Reddy,West,Maharashtra,Long Steel,Wire Rods,269,63586,17104634,1541835.16
JSW-2023-1089,19-01-2023,30-01-2023,IRB Infrastructure,Amit Singh,South,Tamil Nadu,Long Steel,TMT Bars,17,46720,794240,57984.53
JSW-2023-1090,17-07-2022,29-07-2022,Ashoka Buildcon,Rahul Sharma,East,Odisha,Special Steel,Alloy Steel,133,81420,10828860,2122711.56
JSW-2023-1091,22-11-2022,03-12-2022,Shapoorji Pallonji,Sneha Reddy,Central,Chhattisgarh,Flat Steel,Color Coated Sheets,382,56384,21538688,2379332.62
JSW-2023-1092,06-02-2023,21-02-2023,NCC Limited,Vikram Nair,South,Tamil Nadu,Special Steel,Stainless Steel,268,52757,14138876,2046123.85
JSW-2023-1093,06-10-2023,21-10-2023,IRB Infrastructure,Priya Patel,South,Telangana,Flat Steel,Hot Rolled Coils,57,46680,2660760,307618.86
JSW-2023-1094,26-01-2022,09-02-2022,Shapoorji Pallonji,Sneha Reddy,North,Rajasthan,Special Steel,Tool Steel,481,50162,24127922,3275825.66
JSW-2023-1095,09-09-2022,23-09-2022,Ashoka Buildcon,Amit Singh,East,Odisha,Flat Steel,Cold Rolled Coils,162,57702,9347724,1218126.06
JSW-2023-1096,17-08-2023,21-08-2023,Tata Projects,Sneha Reddy,North,Haryana,Flat Steel,Cold Rolled Coils,331,46516,15396796,2244205.97
JSW-2023-1097,06-04-2022,10-04-2022,Dilip Buildcon,Amit Singh,Central,MP,Flat Steel,Cold Rolled Coils,154,62170,9574180,1763475.09
JSW-2023-1098,14-05-2023,27-05-2023,Tata Projects,Priya Patel,South,Kerala,Flat Steel,Color Coated Sheets,417,46438,19364646,2170036.49
JSW-2023-1099,11-01-2022,16-01-2022,IRB Infrastructure,Vikram Nair,West,Gujarat,Long Steel,Rails,423,55558,23501034,1808897.27
JSW-2023-1100,12-06-2022,23-06-2022,NCC Limited,Rahul Sharma,North,Delhi,Long Steel,Structural Steel,257,84321,21670497,2859907.84
JSW-2023-1101,10-08-2022,18-08-2022,Tata Projects,Priya Patel,South,Andhra Pradesh,Flat Steel,Hot Rolled Coils,275,78537,21597675,3545131.92
JSW-2023-1102,09-05-2023,15-05-2023,Tata Projects,Amit Singh,North,Haryana,Flat Steel,Cold Rolled Coils,52,53295,2771340,249804.65
JSW-2023-1103,17-07-2022,24-07-2022,Shapoorji Pallonji,Priya Patel,Central,Chhattisgarh,Long Steel,Rails,233,78597,18313101,3515233.64
JSW-2023-1104,15-05-2023,24-05-2023,Dilip Buildcon,Sneha Reddy,East,Bihar,Flat Steel,Galvanized Sheets,94,58489,5497966,1061461.02
JSW-2023-1105,04-08-2023,12-08-2023,KEC International,Rahul Sharma,Central,Chhattisgarh,Long Steel,TMT Bars,320,70103,22432960,2566262.12
JSW-2023-1106,23-10-2023,03-11-2023,KEC International,Sneha Reddy,West,Maharashtra,Flat Steel,Galvanized Sheets,310,71857,22275670,2094381.48
JSW-2023-1107,16-03-2022,22-03-2022,KEC International,Amit Singh,North,Delhi,Flat Steel,Galvanized Sheets,229,57184,13095136,1357463.77
JSW-2023-1108,07-08-2022,17-08-2022,IRB Infrastructure,Amit Singh,South,Telangana,Flat Steel,Hot Rolled Coils,173,45714,7908522,1245753.5
JSW-2023-1109,11-08-2022,15-08-2022,PNC Infratech,Amit Singh,South,Andhra Pradesh,Flat Steel,Color Coated Sheets,155,84439,13088045,1070945.97
JSW-2023-1110,24-11-2022,30-11-2022,Afcons Infrastructure,Rahul Sharma,Central,MP,Special Steel,Tool Steel,225,73521,16542225,1615637.66
JSW-2023-1111,25-06-2022,07-07-2022,KEC International,Vikram Nair,West,Gujarat,Flat Steel,Galvanized Sheets,225,52815,11883375,815364.73
JSW-2023-1112,13-08-2023,16-08-2023,Dilip Buildcon,Amit Singh,West,Maharashtra,Special Steel,Stainless Steel,155,46168,7156040,1048717.6
JSW-2023-1113,08-04-2022,23-04-2022,Ashoka Buildcon,Amit Singh,South,Kerala,Flat Steel,Hot Rolled Coils,182,46066,8384012,506546.22
JSW-2023-1114,21-05-2023,02-06-2023,Larsen & Toubro,Sneha Reddy,East,Jharkhand,Long Steel,Rails,50,81467,4073350,676958.25
JSW-2023-1115,16-04-2022,19-04-2022,Afcons Infrastructure,Rahul Sharma,East,Bihar,Long Steel,TMT Bars,441,69504,30651264,5843834.01
JSW-2023-1116,01-04-2022,07-04-2022,KEC International,Vikram Nair,North,Punjab,Flat Steel,Galvanized Sheets,451,73552,33171952,2784824.79
JSW-2023-1117,18-03-2022,25-03-2022,KEC International,Vikram Nair,North,Delhi,Long Steel,TMT Bars,66,48145,3177570,610321.36
JSW-2023-1118,03-05-2022,08-05-2022,KEC International,Priya Patel,West,Gujarat,Special Steel,Stainless Steel,483,54028,26095524,3588603.76
JSW-2023-1119,04-09-2022,16-09-2022,Dilip Buildcon,Sneha Reddy,Central,Chhattisgarh,Special Steel,Alloy Steel,352,53019,18662688,2393761.37
JSW-2023-1120,31-10-2022,14-11-2022,Tata Projects,Amit Singh,East,Jharkhand,Special Steel,Alloy Steel,125,51016,6377000,571199.4
JSW-2023-1121,18-03-2022,28-03-2022,Larsen & Toubro,Priya Patel,Central,MP,Special Steel,Tool Steel,386,58493,22578298,3482584.15
JSW-2023-1122,02-08-2022,14-08-2022,PNC Infratech,Vikram Nair,North,Punjab,Long Steel,Rails,106,76958,8157548,535789.45
JSW-2023-1123,19-04-2022,24-04-2022,Afcons Infrastructure,Amit Singh,East,Jharkhand,Special Steel,Alloy Steel,345,55092,19006740,3367444.02
JSW-2023-1124,12-10-2022,21-10-2022,Shapoorji Pallonji,Amit Singh,West,Gujarat,Special Steel,Tool Steel,113,71227,8048651,629348.34
JSW-2023-1125,04-09-2022,07-09-2022,Dilip Buildcon,Priya Patel,Central,MP,Flat Steel,Color Coated Sheets,458,52023,23826534,3854034.77
JSW-2023-1126,18-07-2023,22-07-2023,KEC International,Sneha Reddy,East,West Bengal,Long Steel,Rails,190,62404,11856760,803282.79
JSW-2023-1127,07-10-2022,15-10-2022,Tata Projects,Rahul Sharma,South,Karnataka,Long Steel,Rails,270,66871,18055170,1046722.5
JSW-2023-1128,01-09-2023,08-09-2023,PNC Infratech,Vikram Nair,West,Goa,Long Steel,Wire Rods,160,57415,9186400,1014213.61
JSW-2023-1129,24-04-2022,30-04-2022,Tata Projects,Rahul Sharma,West,Goa,Long Steel,TMT Bars,358,48268,17279944,2539317.64
JSW-2023-1130,20-08-2022,01-09-2022,Ashoka Buildcon,Sneha Reddy,North,Rajasthan,Long Steel,Wire Rods,43,79873,3434539,223776.7
JSW-2023-1131,28-07-2022,05-08-2022,NCC Limited,Vikram Nair,West,Maharashtra,Flat Steel,Galvanized Sheets,263,58481,15380503,1163602.23
JSW-2023-1132,06-12-2023,12-12-2023,Shapoorji Pallonji,Amit Singh,East,West Bengal,Flat Steel,Cold Rolled Coils,267,76244,20357148,3274724.37
JSW-2023-1133,14-01-2022,27-01-2022,Dilip Buildcon,Sneha Reddy,North,Punjab,Flat Steel,Galvanized Sheets,470,74833,35171510,2506851.07
JSW-2023-1134,10-01-2022,22-01-2022,KEC International,Sneha Reddy,East,West Bengal,Flat Steel,Galvanized Sheets,461,50044,23070284,1744315.72
JSW-2023-1135,18-01-2022,30-01-2022,NCC Limited,Priya Patel,Central,MP,Long Steel,Wire Rods,251,52168,13094168,743440.74
JSW-2023-1136,10-12-2022,20-12-2022,Dilip Buildcon,Amit Singh,Central,MP,Flat Steel,Hot Rolled Coils,61,64962,3962682,675969.72
JSW-2023-1137,28-12-2022,04-01-2023,KEC International,Vikram Nair,Central,Chhattisgarh,Special Steel,Alloy Steel,139,68874,9573486,1137450.9
JSW-2023-1138,22-01-2022,27-01-2022,Ashoka Buildcon,Priya Patel,Central,Chhattisgarh,Flat Steel,Galvanized Sheets,361,79033,28530913,4543043.79
JSW-2023-1139,18-03-2023,26-03-2023,Afcons Infrastructure,Rahul Sharma,South,Telangana,Long Steel,TMT Bars,135,82852,11185020,1802486.83
JSW-2023-1140,06-04-2023,17-04-2023,Shapoorji Pallonji,Amit Singh,South,Kerala,Special Steel,Stainless Steel,150,80711,12106650,2238316.28
JSW-2023-1141,12-02-2022,24-02-2022,PNC Infratech,Amit Singh,East,Jharkhand,Long Steel,Rails,493,63104,31110272,2998983.39
JSW-2023-1142,09-01-2022,19-01-2022,Shapoorji Pallonji,Sneha Reddy,Central,MP,Long Steel,Rails,300,67740,20322000,1895255.73
JSW-2023-1143,29-10-2022,01-11-2022,Dilip Buildcon,Rahul Sharma,South,Andhra Pradesh,Long Steel,Wire Rods,165,76904,12689160,1183124.5
JSW-2023-1144,17-03-2023,25-03-2023,Larsen & Toubro,Rahul Sharma,South,Telangana,Special Steel,Stainless Steel,37,77005,2849185,273160.55
JSW-2023-1145,29-07-2023,03-08-2023,Tata Projects,Amit Singh,East,Odisha,Long Steel,Structural Steel,412,77898,32093976,4807642.3
JSW-2023-1146,30-12-2022,05-01-2023,Ashoka Buildcon,Sneha Reddy,South,Karnataka,Long Steel,TMT Bars,158,59343,9376194,514007.68
JSW-2023-1147,23-03-2023,05-04-2023,KEC International,Vikram Nair,West,Maharashtra,Long Steel,Structural Steel,315,65364,20589660,1564717.29
JSW-2023-1148,09-11-2022,13-11-2022,NCC Limited,Vikram Nair,South,Karnataka,Long Steel,Wire Rods,223,81325,18135475,1449540.88
JSW-2023-1149,24-06-2023,04-07-2023,KEC International,Vikram Nair,West,Goa,Flat Steel,Color Coated Sheets,410,73632,30189120,1944370.87
JSW-2023-1150,18-04-2023,21-04-2023,PNC Infratech,Rahul Sharma,East,Bihar,Long Steel,Rails,248,72558,17994384,3494815.97
JSW-2023-1151,18-01-2023,23-01-2023,IRB Infrastructure,Vikram Nair,West,Maharashtra,Flat Steel,Galvanized Sheets,412,60902,25091624,3438765.99
JSW-2023-1152,19-04-2023,04-05-2023,PNC Infratech,Sneha Reddy,Central,Chhattisgarh,Flat Steel,Color Coated Sheets,74,71407,5284118,795322.56
JSW-2023-1153,10-04-2022,17-04-2022,IRB Infrastructure,Sneha Reddy,North,Delhi,Flat Steel,Galvanized Sheets,434,52015,22574510,2257959.34
JSW-2023-1154,30-07-2023,13-08-2023,Dilip Buildcon,Priya Patel,East,West Bengal,Flat Steel,Hot Rolled Coils,369,58439,21563991,2748106.48
JSW-2023-1155,01-10-2023,15-10-2023,Afcons Infrastructure,Rahul Sharma,South,Karnataka,Long Steel,Structural Steel,378,45422,17169516,2933283.49
JSW-2023-1156,17-04-2022,27-04-2022,Larsen & Toubro,Vikram Nair,North,Delhi,Flat Steel,Hot Rolled Coils,276,51348,14172048,1234114.88
JSW-2023-1157,08-07-2022,14-07-2022,PNC Infratech,Amit Singh,West,Gujarat,Flat Steel,Hot Rolled Coils,163,71513,11656619,1428611.09
JSW-2023-1158,23-01-2022,28-01-2022,Shapoorji Pallonji,Priya Patel,Central,Chhattisgarh,Special Steel,Tool Steel,73,73334,5353382,385106.0
JSW-2023-1159,24-10-2022,31-10-2022,Tata Projects,Vikram Nair,South,Andhra Pradesh,Special Steel,Tool Steel,289,58130,16799570,2039866.95
JSW-2023-1160,20-04-2022,30-04-2022,Ashoka Buildcon,Sneha Reddy,West,Gujarat,Special Steel,Alloy Steel,210,70285,14759850,2282579.89
JSW-2023-1161,18-08-2023,25-08-2023,Larsen & Toubro,Vikram Nair,South,Tamil Nadu,Long Steel,Rails,71,81976,5820296,631003.96
JSW-2023-1162,12-06-2022,20-06-2022,PNC Infratech,Vikram Nair,West,Maharashtra,Long Steel,Wire Rods,249,75038,18684462,1710293.55
JSW-2023-1163,03-11-2023,08-11-2023,KEC International,Vikram Nair,South,Telangana,Special Steel,Tool Steel,209,78622,16431998,976304.95
JSW-2023-1164,11-03-2022,24-03-2022,Dilip Buildcon,Sneha Reddy,East,Bihar,Special Steel,Stainless Steel,152,64852,9857504,1858351.84
JSW-2023-1165,23-06-2023,30-06-2023,Shapoorji Pallonji,Amit Singh,West,Goa,Special Steel,Stainless Steel,304,78225,23780400,3954911.18
JSW-2023-1166,31-01-2022,14-02-2022,Shapoorji Pallonji,Priya Patel,Central,Chhattisgarh,Special Steel,Tool Steel,434,71461,31014074,1865046.71
JSW-2023-1167,31-08-2022,04-09-2022,Shapoorji Pallonji,Sneha Reddy,North,Delhi,Long Steel,Rails,175,60173,10530275,2076562.43
JSW-2023-1168,16-03-2022,26-03-2022,KEC International,Vikram Nair,West,Maharashtra,Flat Steel,Galvanized Sheets,68,47452,3226736,571197.7
JSW-2023-1169,15-10-2023,27-10-2023,PNC Infratech,Priya Patel,North,Punjab,Long Steel,TMT Bars,367,74459,27326453,2914211.6
JSW-2023-1170,15-06-2022,24-06-2022,PNC Infratech,Priya Patel,South,Telangana,Long Steel,Rails,357,63749,22758393,1907710.48
JSW-2023-1171,06-01-2022,14-01-2022,Ashoka Buildcon,Vikram Nair,North,Rajasthan,Flat Steel,Hot Rolled Coils,114,47178,5378292,922384.22
JSW-2023-1172,01-08-2022,13-08-2022,Dilip Buildcon,Vikram Nair,Central,MP,Long Steel,Wire Rods,359,79613,28581067,3556237.0
JSW-2023-1173,26-03-2023,04-04-2023,Ashoka Buildcon,Rahul Sharma,East,Jharkhand,Special Steel,Tool Steel,446,54035,24099610,4102702.75
JSW-2023-1174,22-02-2022,06-03-2022,PNC Infratech,Amit Singh,Central,MP,Flat Steel,Galvanized Sheets,61,52728,3216408,401429.71
JSW-2023-1175,11-06-2022,18-06-2022,Tata Projects,Vikram Nair,North,Punjab,Long Steel,Structural Steel,209,68455,14307095,861185.86
JSW-2023-1176,28-02-2022,11-03-2022,Tata Projects,Vikram Nair,Central,MP,Special Steel,Tool Steel,266,65462,17412892,1913379.92
JSW-2023-1177,25-07-2022,02-08-2022,Larsen & Toubro,Priya Patel,West,Gujarat,Special Steel,Stainless Steel,26,67154,1746004,197666.6
JSW-2023-1178,16-03-2022,31-03-2022,IRB Infrastructure,Vikram Nair,South,Andhra Pradesh,Special Steel,Alloy Steel,483,49084,23707572,2023265.37
JSW-2023-1179,06-05-2023,11-05-2023,NCC Limited,Rahul Sharma,North,Haryana,Flat Steel,Color Coated Sheets,316,50281,15888796,2909680.18
JSW-2023-1180,07-11-2022,22-11-2022,Afcons Infrastructure,Rahul Sharma,North,Delhi,Long Steel,Wire Rods,342,67954,23240268,2666294.0
JSW-2023-1181,23-02-2022,04-03-2022,Ashoka Buildcon,Priya Patel,North,Delhi,Flat Steel,Color Coated Sheets,359,46185,16580415,2203112.6
JSW-2023-1182,23-09-2023,01-10-2023,KEC International,Priya Patel,West,Goa,Long Steel,Wire Rods,69,73701,5085369,344273.8
JSW-2023-1183,21-08-2022,30-08-2022,PNC Infratech,Vikram Nair,East,Bihar,Flat Steel,Cold Rolled Coils,128,51028,6531584,903269.87
JSW-2023-1184,10-05-2022,20-05-2022,Shapoorji Pallonji,Amit Singh,North,Delhi,Special Steel,Stainless Steel,426,48727,20757702,1276427.45
JSW-2023-1185,06-05-2023,19-05-2023,Tata Projects,Rahul Sharma,North,Haryana,Long Steel,Wire Rods,159,53501,8506659,1198746.28
JSW-2023-1186,14-08-2022,24-08-2022,NCC Limited,Amit Singh,North,Haryana,Special Steel,Stainless Steel,263,68393,17987359,3321294.36
JSW-2023-1187,09-07-2023,20-07-2023,Tata Projects,Rahul Sharma,Central,Chhattisgarh,Special Steel,Stainless Steel,279,62533,17446707,1706791.15
JSW-2023-1188,21-05-2022,01-06-2022,Afcons Infrastructure,Amit Singh,East,Bihar,Special Steel,Tool Steel,258,63335,16340430,1009297.89
JSW-2023-1189,29-08-2022,12-09-2022,Dilip Buildcon,Sneha Reddy,Central,MP,Flat Steel,Galvanized Sheets,381,54303,20689443,1145784.49
JSW-2023-1190,04-11-2022,08-11-2022,Larsen & Toubro,Amit Singh,North,Delhi,Long Steel,TMT Bars,148,63216,9355968,1293331.81
JSW-2023-1191,15-02-2022,21-02-2022,Afcons Infrastructure,Sneha Reddy,Central,Chhattisgarh,Long Steel,TMT Bars,451,70073,31602923,3403618.61
JSW-2023-1192,23-12-2022,26-12-2022,IRB Infrastructure,Amit Singh,South,Kerala,Special Steel,Stainless Steel,348,64998,22619304,1237183.53
JSW-2023-1193,28-02-2022,15-03-2022,Tata Projects,Vikram Nair,East,Odisha,Flat Steel,Galvanized Sheets,381,73447,27983307,5033115.2
JSW-2023-1194,10-08-2023,24-08-2023,IRB Infrastructure,Vikram Nair,West,Goa,Special Steel,Alloy Steel,449,80046,35940654,4295820.35
JSW-2023-1195,16-01-2022,23-01-2022,NCC Limited,Rahul Sharma,East,Odisha,Long Steel,Rails,391,60612,23699292,1653758.09
JSW-2023-1196,08-10-2022,16-10-2022,NCC Limited,Amit Singh,South,Andhra Pradesh,Long Steel,Structural Steel,302,70860,21399720,1193910.31
JSW-2023-1197,03-07-2022,13-07-2022,Dilip Buildcon,Rahul Sharma,Central,MP,Flat Steel,Galvanized Sheets,301,66036,19876836,3486396.43
JSW-2023-1198,24-07-2023,30-07-2023,Ashoka Buildcon,Rahul Sharma,West,Maharashtra,Long Steel,TMT Bars,193,76470,14758710,2149775.32
JSW-2023-1199,22-09-2022,07-10-2022,NCC Limited,Amit Singh,Central,MP,Long Steel,Structural Steel,498,49197,24500106,2843627.52
JSW-2023-1200,02-11-2023,05-11-2023,Shapoorji Pallonji,Vikram Nair,West,Maharashtra,Flat Steel,Cold Rolled Coils,85,48249,4101165,348192.47
JSW-2023-1201,23-09-2022,30-09-2022,Larsen & Toubro,Amit Singh,West,Goa,Long Steel,TMT Bars,293,59939,17562127,1038306.85
JSW-2023-1202,31-03-2023,04-04-2023,PNC Infratech,Rahul Sharma,Central,MP,Special Steel,Stainless Steel,189,52154,9857106,607413.32
JSW-2023-1203,13-03-2023,20-03-2023,Shapoorji Pallonji,Rahul Sharma,South,Karnataka,Long Steel,Structural Steel,434,72260,31360840,1903884.49
JSW-2023-1204,29-10-2022,10-11-2022,Larsen & Toubro,Priya Patel,East,Jharkhand,Long Steel,Rails,469,69557,32622233,3934331.18
JSW-2023-1205,16-09-2023,22-09-2023,KEC International,Vikram Nair,East,West Bengal,Long Steel,Wire Rods,476,83746,39863096,2145842.14
JSW-2023-1206,03-06-2022,12-06-2022,Tata Projects,Rahul Sharma,Central,Chhattisgarh,Flat Steel,Color Coated Sheets,435,83186,36185910,1986242.04
JSW-2023-1207,06-07-2023,20-07-2023,Tata Projects,Vikram Nair,South,Andhra Pradesh,Special Steel,Tool Steel,332,80928,26868096,4301385.7
JSW-2023-1208,13-08-2023,20-08-2023,Afcons Infrastructure,Amit Singh,North,Rajasthan,Long Steel,Rails,172,62641,10774252,853897.6
JSW-2023-1209,01-04-2023,15-04-2023,Ashoka Buildcon,Amit Singh,South,Telangana,Flat Steel,Color Coated Sheets,171,52563,8988273,1383843.23
JSW-2023-1210,12-09-2023,18-09-2023,Dilip Buildcon,Sneha Reddy,North,Haryana,Special Steel,Tool Steel,49,68743,3368407,498522.52
JSW-2023-1211,13-11-2023,18-11-2023,IRB Infrastructure,Amit Singh,South,Andhra Pradesh,Flat Steel,Cold Rolled Coils,407,71713,29187191,4410644.81
JSW-2023-1212,01-06-2022,13-06-2022,Dilip Buildcon,Priya Patel,East,Jharkhand,Long Steel,TMT Bars,51,71771,3660321,414177.72
JSW-2023-1213,22-07-2023,05-08-2023,Dilip Buildcon,Rahul Sharma,South,Kerala,Flat Steel,Cold Rolled Coils,71,72435,5142885,460321.22
JSW-2023-1214,16-05-2022,27-05-2022,PNC Infratech,Sneha Reddy,South,Tamil Nadu,Long Steel,TMT Bars,363,55940,20306220,4030582.07
JSW-2023-1215,28-10-2022,01-11-2022,KEC International,Amit Singh,West,Gujarat,Flat Steel,Color Coated Sheets,366,81499,29828634,2571682.72
JSW-2023-1216,23-02-2023,08-03-2023,Dilip Buildcon,Sneha Reddy,Central,MP,Special Steel,Stainless Steel,47,68262,3208314,617561.49
JSW-2023-1217,27-08-2023,07-09-2023,Tata Projects,Priya Patel,East,Bihar,Special Steel,Stainless Steel,385,57022,21953470,3480857.02
JSW-2023-1218,26-03-2023,31-03-2023,PNC Infratech,Vikram Nair,North,Rajasthan,Special Steel,Alloy Steel,355,74722,26526310,2835826.66
JSW-2023-1219,15-06-2023,26-06-2023,IRB Infrastructure,Vikram Nair,East,West Bengal,Flat Steel,Galvanized Sheets,262,67355,17647010,1010171.18
JSW-2023-1220,12-02-2022,26-02-2022,Afcons Infrastructure,Sneha Reddy,West,Gujarat,Long Steel,Rails,173,56692,9807716,1893154.49
JSW-2023-1221,19-06-2022,23-06-2022,NCC Limited,Amit Singh,Central,Chhattisgarh,Special Steel,Tool Steel,170,51518,8758060,894214.06
JSW-2023-1222,19-04-2022,25-04-2022,NCC Limited,Priya Patel,West,Gujarat,Flat Steel,Cold Rolled Coils,157,62001,9734157,1930486.16
JSW-2023-1223,10-02-2022,21-02-2022,PNC Infratech,Priya Patel,North,Punjab,Special Steel,Tool Steel,396,56065,22201740,1201170.05
JSW-2023-1224,08-08-2023,17-08-2023,Dilip Buildcon,Vikram Nair,North,UP,Flat Steel,Galvanized Sheets,114,63470,7235580,1383955.85
JSW-2023-1225,19-03-2023,29-03-2023,NCC Limited,Rahul Sharma,South,Kerala,Long Steel,TMT Bars,376,52860,19875360,2318674.59
JSW-2023-1226,16-08-2022,30-08-2022,Tata Projects,Amit Singh,South,Telangana,Special Steel,Tool Steel,69,68181,4704489,802332.54
JSW-2023-1227,17-03-2022,31-03-2022,KEC International,Rahul Sharma,South,Andhra Pradesh,Long Steel,Structural Steel,242,78609,19023378,2868957.9
JSW-2023-1228,08-11-2023,21-11-2023,Larsen & Toubro,Rahul Sharma,West,Maharashtra,Special Steel,Tool Steel,172,57477,9886044,1742065.84
JSW-2023-1229,29-09-2022,09-10-2022,Shapoorji Pallonji,Sneha Reddy,South,Karnataka,Special Steel,Alloy Steel,456,59431,27100536,4092239.06
JSW-2023-1230,08-08-2022,11-08-2022,Ashoka Buildcon,Rahul Sharma,South,Kerala,Long Steel,Wire Rods,111,50813,5640243,1086451.32
JSW-2023-1231,06-12-2023,13-12-2023,IRB Infrastructure,Sneha Reddy,West,Goa,Special Steel,Stainless Steel,373,56672,21138656,1180000.14
JSW-2023-1232,04-07-2022,11-07-2022,Afcons Infrastructure,Amit Singh,Central,MP,Special Steel,Alloy Steel,257,79764,20499348,3044996.62
JSW-2023-1233,30-10-2022,03-11-2022,Afcons Infrastructure,Rahul Sharma,West,Gujarat,Special Steel,Alloy Steel,316,68404,21615664,2842719.14
JSW-2023-1234,21-04-2023,29-04-2023,Tata Projects,Amit Singh,East,Bihar,Long Steel,Structural Steel,136,72843,9906648,667439.38
